genre_ids,overview,title
"[16, 28, 14]","['yuma', 'okkotsu', 'nervous', 'high', 'school', 'student', 'suffer', 'serious', 'problem—his', 'childhood', 'friend', 'like', 'turn', 'curse', 'wont', 'leave', 'alone', 'since', 'like', 'ordinary', 'curse', 'plight', 'notice', 'story', 'go', 'teacher', 'jujutsu', 'high', 'school', 'fledgling', 'exercise', 'learn', 'combat', 'curse', 'go', 'convince', 'yuma', 'knoll', 'learn', 'enough', 'time', 'confront', 'curse', 'taunt']",Jujutsu Kaisen 0
"[16, 14, 28, 12]","['try', 'free', 'sister', 'jamais', 'clutch', 'xiv', 'king', 'wind', 'dystopian', 'city', 'meet', 'mysterious', 'man', 'recall', 'past', 'life']",Green Snake
"[80, 53]","['blotch', 'robbery', 'indicate', 'police', 'informant', 'pressure', 'mount', 'aftermath', 'warehouse', 'crime', 'beget', 'violence', 'survivor', 'veteran', 'mr', 'white', 'newcomer', 'mr', 'orange', 'psychopathic', 'parole', 'mr', 'blonde', 'bicker', 'wesel', 'mr', 'pink', 'nice', 'guy', 'eddy', 'unravel']",Reservoir Dogs
[18],"['guide', 'anselmi', 'film', 'director', 'find', 'relatively', 'barren', 'peak', 'career', 'urge', 'doctor', 'rest', 'anselmi', 'head', 'luxurious', 'resort', 'sorry', 'group', 'gathers—his', 'producer', 'staff', 'actors', 'wife', 'mistress', 'relatives—each', 'one', 'beg', 'get', 'show', 'retreat', 'dependency', 'fantasize', 'past', 'women', 'dream', 'childhood']",8½
"[878, 18]","['near', 'gray', 'unnamed', 'city', 'zone', 'place', 'guard', 'barb', 'wire', 'soldier', 'normal', 'laws', 'physics', 'victim', 'frequent', 'anomalies', 'talker', 'guide', 'two', 'men', 'zone', 'specifically', 'area', 'deepseated', 'desire', 'grant']",Stalker
"[10751, 18]","['story', 'august', 'pullman', '–', 'boy', 'facial', 'differences', '–', 'enter', 'fifth', 'grade', 'attend', 'mainstream', 'elementary', 'school', 'first', 'time']",Wonder
"[18, 80, 10749]","['pull', 'teenage', 'girl', 'form', 'unlikely', 'friendship', 'mysterious', 'young', 'man', 'protect', 'assailants', 'come', 'pressure', 'final', 'examinations']",Better Days
"[16, 10751, 878]","['mankind', 'leave', 'earth', 'somebody', 'forget', 'turn', 'last', 'root', 'hundreds', 'years', 'build', 'wall•e', 'discover', 'new', 'purpose', 'life', 'meet', 'sleek', 'search', 'root', 'name', 'eve', 'eve', 'come', 'realize', 'wall•e', 'inadvertently', 'stumble', 'upon', 'key', 'planets', 'future', 'race', 'back', 'space', 'report', 'humans', 'meanwhile', 'wall•e', 'case', 'eve', 'across', 'galaxy', 'set', 'motion', 'one', 'imaginative', 'adventure', 'ever', 'bring', 'big', 'screen']",WALL·E
"[18, 10749, 36]","['isolate', 'island', 'brittany', 'end', 'eighteenth', 'century', 'female', 'painter', 'oblige', 'paint', 'wed', 'portrait', 'young', 'woman']",Portrait of a Lady on Fire
"[18, 10752, 9648]","['mother', 'last', 'wish', 'send', 'twin', 'anne', 'simon', 'journey', 'middle', 'east', 'search', 'tangle', 'root', 'adapt', 'ward', 'mouawads', 'acclaim', 'play', 'incendies', 'tell', 'powerful', 'move', 'tale', 'two', 'young', 'adults', 'voyage', 'core', 'deeprooted', 'hatred', 'neverending', 'war', 'endure', 'love']",Incendies
"[80, 53]","['insurance', 'representative', 'seduce', 'dissatisfy', 'housewife', 'scheme', 'insurance', 'fraud', 'murder', 'arouse', 'suspicion', 'colleague', 'claim', 'investigator']",Double Indemnity
"[16, 12, 14, 10751]","['solitary', 'cat', 'displace', 'great', 'flood', 'find', 'refuge', 'boat', 'various', 'species', 'must', 'navigable', 'challenge', 'adapt', 'transform', 'world', 'together']",Flow
"[18, 53, 80]","['seller', 'dover', 'face', 'every', 'parent', '’', 's', 'worst', 'nightmare', 'sixyearold', 'daughter', 'anna', 'miss', 'together', 'young', 'friend', 'joy', 'minutes', 'turn', 'hours', 'panic', 'set', 'lead', 'dilapidate', 'earlier', 'mark', 'street']",Prisoners
"[35, 80]","['card', 'sharp', 'unwillinglyenlisted', 'friends', 'need', 'make', 'lot', 'cash', 'quick', 'lose', 'sketch', 'poker', 'match', 'decide', 'pull', 'smalltime', 'gang', 'happen', 'operate', 'flat', 'next', 'door']","Lock, Stock and Two Smoking Barrels"
"[18, 878]","['futuristic', 'city', 'sharply', 'divide', 'rich', 'poor', 'son', 'city', 'master', 'meet', 'prophet', 'predict', 'come', 'savior', 'mediate', 'differences']",Metropolis
"[28, 12, 14]","['determine', 'ensure', 'supermans', 'ultimate', 'sacrifice', 'vain', 'bruce', 'wayne', 'alien', 'force', 'diana', 'prince', 'plan', 'recruit', 'team', 'metahumans', 'protect', 'world', 'approach', 'threat', 'catastrophe', 'proportion']",Zack Snyder's Justice League
"[18, 14, 16]","['violet', 'evergreen', 'come', 'private', 'women', 'academy', 'tutor', 'isabel', 'ways', 'lady', 'heir', 'york', 'family', 'isabel', 'feel', 'wrap', 'new', 'uncomfortable', 'world', 'still', 'grieve', 'person', 'ever', 'bring', 'happiness', '–', 'lose', 'violet', 'lessons', 'give', 'brief', 'respite', 'melancholy', 'absence', 'joy', 'long', 'take', 'truly', 'heal']",Violet Evergarden: Eternity and the Auto Memory Doll
"[16, 10751, 35, 14, 18, 10402]","['joe', 'gardener', 'middle', 'school', 'teacher', 'love', 'jazz', 'music', 'successful', 'addition', 'half', 'note', 'club', 'suddenly', 'get', 'accident', 'separate', 'soul', 'body', 'transport', 'seminar', 'center', 'souls', 'develop', 'gain', 'passions', 'transport', 'newton', 'child', 'joe', 'must', 'enlist', 'help', 'soulsintraining', 'like', '22', 'soul', 'spend', 'sons', 'seminar', 'order', 'get', 'back', 'earth']",Soul
[18],"['teacher', 'live', 'lonely', 'life', 'struggle', 'son', '’', 's', 'custody', 'life', 'slowly', 'get', 'better', 'find', 'love', 'receive', 'good', 'news', 'son', 'new', 'luck', 'brutally', 'shatter', 'innocent', 'little', 'lie']",The Hunt
[35],"['north', 'short', 'also', 'giovanni', 'giacomo', 'first', 'stage', 'show', 'comedy', 'trip', 'participation', 'marina', 'massironi', 'record', 'live', 'tear', 'novo', 'errare', '28', '29', 'march', '1996', 'produce', 'aid', 'theatre', 'direction', 'artery', 'brachetti']","“The Shorts” by Aldo, Giovanni and Giacomo"
"[10749, 18]","['summer', '1983', '17yearold', 'ilio', 'spend', 'days', 'family', 'villa', 'italy', 'one', 'day', 'oliver', 'graduate', 'student', 'arrive', 'assist', 'elias', 'father', 'professor', 'grecoroman', 'culture', 'soon', 'ilio', 'oliver', 'discover', 'summer', 'alter', 'live', 'forever']",Call Me by Your Name
[18],"['man', 'refuse', 'assistance', 'daughter', 'age', 'try', 'make', 'sense', 'change', 'circumstances', 'begin', 'doubt', 'love', 'ones', 'mind', 'even', 'fabric', 'reality']",The Father
"[18, 10749]","['two', 'neighbor', 'form', 'strong', 'bond', 'suspect', 'extramarital', 'activities', 'spouse', 'however', 'agree', 'keep', 'bond', 'platonic', 'commit', 'similar', 'wrong']",In the Mood for Love
"[16, 28, 14]","['vicious', 'slaughter', 'family', 'stonecold', 'mercenary', 'subvert', 'hand', 'hasashi', 'exile', 'tortuous', 'netherrealm', 'exchange', 'servitude', 'sinister', 'quand', 'chi', 'he', '’', 's', 'give', 'chance', 'avenge', 'family', '–', 'resurrect', 'scorpion', 'lose', 'soul', 'bend', 'revenge', 'back', 'earthrealm', 'lord', 'maiden', 'gather', 'team', 'elite', 'warriors', '–', 'hamlin', 'monk', 'lie', 'king', 'special', 'force', 'officer', 'sonya', 'blade', 'action', 'star', 'johnny', 'cage', '–', 'unlikely', 'band', 'heroes', 'one', 'chance', 'save', 'humanity', 'must', 'defeat', 'sing', 'sing', '’', 's', 'horde', 'outward', 'gladiators', 'reign', 'mortal', 'combat', 'tournament']",Mortal Kombat Legends: Scorpion's Revenge
[18],"['crotchety', 'retire', 'doctor', 'isa', 'berg', 'travel', 'stockholm', 'land', 'sweden', 'pregnant', 'unhappy', 'daughterinlaw', 'marine', 'order', 'receive', 'contrary', 'degree', 'alma', 'mater', 'along', 'way', 'encounter', 'series', 'hitchhikers', 'cause', 'elderly', 'doctor', 'muse', 'upon', 'pleasures', 'failures', 'life', 'include', 'vicious', 'young', 'sera', 'dead', 'finger', 'doctor', 'first', 'love']",Wild Strawberries
"[878, 18, 10749]","['joel', 'parish', 'heartbroken', 'girlfriend', 'undergo', 'procedure', 'ease', 'memory', 'decide', 'however', 'watch', 'memories', 'fade', 'away', 'realise', 'still', 'love', 'may', 'late', 'correct', 'mistake']",Eternal Sunshine of the Spotless Mind
"[16, 18, 14]","['find', 'inside', 'shin', 'stalk', 'bamboo', 'old', 'bamboo', 'utter', 'wife', 'tiny', 'girl', 'grow', 'rapidly', 'exquisite', 'young', 'lady', 'mysterious', 'young', 'princess', 'enthral', 'encounter', 'ultimately', 'must', 'confront', 'fate']",The Tale of The Princess Kaguya
"[35, 80]","['best', 'friends', 'pepper', 'marie', 'thieve', 'good', 'still', 'pepper', 'think', 'finally', 'devise', 'master', 'make', 'rich', 'help', 'fellow', 'criminals', 'plan', 'dig', 'tunnel', 'rent', 'apartment', 'pawnshop', 'next', 'door', 'rob', 'safe', 'plan', 'far', 'foolproof', 'fact', 'one', 'group', 'experience', 'dig', 'tunnel', 'prove', 'least', 'problems']",Big Deal on Madonna Street
"[16, 10770, 14, 28]","['marquette', '’', 's', 'class', 'head', 'new', 'york', 'city', 'superheroes', 'frenchamerican', 'friendship', 'week']","Miraculous World: New York, United HeroeZ"
